genre_principal,genre_id,id,titre,titre_original,annee,date_sortie,note,nombre_votes,popularite,langue_originale,synopsis,adulte
Romance,10749,114,Pretty Woman,Pretty Woman,1990,1990-03-23,7.456,8827,12.1609,en,"Quand Edward Lewis, businessman de talent, s’offre les services de la belle Vivian, beauté fatale qui arpente chaque nuit les trottoirs d’Hollywood Boulevard, il décide par amusement de l’engager, de lui faire découvrir son style de vie, de la couvrir de cadeaux. Ils vivent ainsi quelque temps, jusqu’au jour où ils découvrent tous deux qu’ils ne peuvent plus se séparer…",False
Science-Fiction,878,840464,Greenland : Migration,Greenland 2: Migration,2026,2026-01-07,6.545,422,340.8381,en,"Après l'impact dévastateur d'une comète qui a réduit la Terre en ruines, la famille Garrity doit quitter la sécurité de son bunker au Groenland. Commence alors un périple pour leur survie et l'avenir de l'Humanité à travers un monde dévasté à la recherche d'un nouveau foyer.",False
Science-Fiction,878,1242898,Predator : Badlands,Predator: Badlands,2025,2025-11-05,7.728,1941,169.0532,en,"Jugé trop faible et indigne par son père, chef de la tribu des Yautja, Dek est sur le point de se faire exécuter par son frère Kwei. Mais au dernier moment, celui-ci préfère se sacrifier pour favoriser sa fuite. Décidé à prouver son courage, le jeune paria se rend sur la planète Genna pour y capturer le Kalisk, un monstre réputé invincible. Confronté à une nature hostile et imprévisible, le guerrier inexpérimenté doit sa survie à Thia, une androïde privée de la partie inférieure de son corps depuis son affrontement avec le Kalisk. Avec l'aide de celle-ci, Dek amorce sa traque de la terrible créature, convoitée par des scientifiques pour ses formidables dons de régénération.",False
Science-Fiction,878,83533,Avatar : De feu et de cendres,Avatar: Fire and Ash,2025,2025-12-17,7.287,1754,135.5176,en,"Après la mort de Neteyam, Jake et Neytiri affrontent leur chagrin tout en faisant face au Peuple des Cendres, une tribu Na’vi redoutable menée par le fougueux Varang, alors que le conflit sur Pandora s’intensifie et qu’une nouvelle quê morale s’amorce.",False
Science-Fiction,878,755898,La Guerre des mondes,War of the Worlds,2025,2025-07-29,4.225,886,123.7033,en,"Une invasion gargantuesque approche dans cette nouvelle interprétation du légendaire roman homonyme devenu un classique de la science-fiction. La célèbre Eva Longoria partage l'affiche avec le rappeur/acteur Ice Cube, Michael O'Neill et Iman Benson, dans une aventure extraordinaire abordant des thématiques actuelles telles que la technologie, la surveillance et la protection de la vie privée.",False
Science-Fiction,878,19995,Avatar,Avatar,2009,2009-12-16,7.599,33446,81.8847,en,"Un marine paraplégique, envoyé sur la lune Pandora pour une mission unique, est tiraillé entre suivre ses ordres et protéger le monde qu'il considère dorénavant comme le sien.",False
Science-Fiction,878,24428,Avengers,The Avengers,2012,2012-04-25,7.941,35860,59.6919,en,"Lorsque la sécurité et l’équilibre de la planète sont menacés par un ennemi d’un genre nouveau, Nick Fury, le directeur du SHIELD, l’agence internationale du maintien de la paix, réunit une équipe pour empêcher le monde de basculer dans le chaos. Partout sur Terre, le recrutement des nouveaux héros dont le monde a besoin commence…",False
Science-Fiction,878,1119449,"Good Luck, Have Fun, Don't Die","Good Luck, Have Fun, Don't Die",2026,2026-02-13,8.0,6,51.2756,en,"Un ""homme du futur"" débarque dans un diner à Los Angeles afin de recruter des clients mécontents dans une aventure au cours de laquelle ils devront sauver le monde face à une menace proférée par une intelligence artificielle.",False
Science-Fiction,878,157336,Interstellar,Interstellar,2014,2014-11-05,8.467,38857,46.8378,en,"Dans un futur proche, face à une Terre exsangue, un groupe d’explorateurs utilise un vaisseau interstellaire pour franchir un trou de ver permettant de parcourir des distances jusque‐là infranchissables. Leur but : trouver un nouveau foyer pour l’humanité.",False
Science-Fiction,878,1061474,Superman,Superman,2025,2025-07-09,7.369,4310,36.5806,en,"Superman doit trouver l’équilibre entre ses racines kryptoniennes et son identité humaine, sous les traits de Clark Kent, originaire de Smallville, dans le Kansas. Il est l’incarnation de la vérité, de la justice et des valeurs américaines et il est animé par une véritable bienveillance dans un monde qui considère cette qualité comme obsolète.",False
Science-Fiction,878,1116201,Iron Lung,Iron Lung,2026,2026-01-30,7.4,84,36.4423,en,"Dans les couloirs rouillés des stations spatiales en ruine, les derniers restes de l'humanité fabriquent un sous-marin pour explorer les profondeurs saignantes... et souder une âme à l'intérieur pour le piloter. Mais l’espoir dans ce vide est aussi illusoire que la lumière des étoiles. Ce n'est pas une expédition. C'est une exécution.",False
Science-Fiction,878,299536,Avengers : Infinity War,Avengers: Infinity War,2018,2018-04-25,8.234,31462,36.2791,en,Les Avengers et leurs alliés devront être prêts à tout sacrifier pour neutraliser le redoutable Thanos avant que son attaque éclair ne conduise à la destruction complète de l’univers.,False
Science-Fiction,878,1412598,Killer Whale,Killer Whale,2026,2026-01-16,5.88,54,34.8288,en,"L'histoire suit Maddie et Trish, deux meilleures amies qui se retrouvent piégées dans un lagon isolé avec une dangereuse orque nommée Ceto.",False
Science-Fiction,878,982843,Submersion,대홍수,2025,2025-09-18,6.0,574,34.451,ko,"Alors que l'Apocalypse menace la Terre, une lutte à la vie à la mort dans un appartement submergé par les eaux devient rapidement le seul espoir de subsister pour l'humanité.",False
Science-Fiction,878,1196067,Worldbreaker,Worldbreaker,2025,2025-10-30,6.135,74,35.9819,en,Dans un futur proche où les conditions météorologiques extrêmes constituent une menace pour l'humanité tout entière. Un père et sa fille se cachent sur une île et se préparent à ce que le monde s'écroule.,False
Science-Fiction,878,76600,Avatar : La Voie de l'eau,Avatar: The Way of Water,2022,2022-12-14,7.598,13683,34.8767,en,"Une dizaine d'années s'est écoulée depuis les précédents évènements survenus sur Pandora. Jake Sully et Neytiri sont devenus parents. Leur vie idyllique, proche de la nature, est menacée lorsque la « Ressources Développement Administration », dangereuse organisation non-gouvernementale, est de retour sur Pandora. Contraints de quitter leur habitat naturel, Jake et sa famille se rendent sur les récifs, où ils pensent trouver asile. Mais ils tombent sur un clan, les Metkayina, aux mœurs différentes des leurs.",False
Science-Fiction,878,1272837,28 ans plus tard : Le Temple des morts,28 Years Later: The Bone Temple,2026,2026-01-14,7.276,324,32.8732,en,"Le docteur Kelson noue une relation aussi troublante qu'inattendue dont les répercussions sont susceptibles de bouleverser le monde. De l'autre côté, la rencontre entre Spike et Jimmy Crystal tourne au cauchemar.",False
Science-Fiction,878,1234821,Jurassic World : Renaissance,Jurassic World Rebirth,2025,2025-07-01,6.312,2968,30.8393,en,"Une nouvelle ère voit le jour. Une équipe visite le lieu le plus risqué sur terre, une île sur laquelle vivent des dinosaures trop dangereux pour le Parc Jurassique original. Leur mission : recueillir l'ADN de trois dinosaures gigantesques pour créer un médicament aux bienfaits miraculeux. Dans cette contrée truffée de périls, ils découvrent un secret dissimulé au monde entier depuis des décennies.",False
Science-Fiction,878,533533,Tron : Ares,TRON: Ares,2025,2025-10-08,6.497,1167,32.1319,en,"Julian, directeur de Dillinger System, a créé avec l’IA Arès un supersoldat humanoïde sans sensations, version vivante de son programme de sécurité. Mais ce prototype 3D se désintègre après 30 minutes. Eve Kim, programmeuse et PDG de la firme rivale Encom, découvre dans les archives du fondateur Kevin Flynn un code capable de rendre permanent tout élément généré par l’IA. Sur ordre de Julian, Arès passe dans le monde réel pour s’en emparer. Mais au contact d’Ève, qui œuvre à des projets écologiques et médicaux en mémoire de sa sœur, l’entité apprend la compassion et trahit son patron. Furieux, celui-ci lance à ses trousses Athéna, sa plus redoutable soldate virtuelle.",False
Science-Fiction,878,1033462,749 Bureau,749局,2024,2024-10-01,6.201,87,32.1895,zh,L’histoire d’un jeune homme qui est entraîné dans un mystérieux bureau de lutte contre le crime au moment même où une catastrophe est déclenchée par des créatures inconnues se propageant à travers le monde.,False
Science-Fiction,878,1590097,Afterlight,Afterlight,2025,2025-11-27,5.107,14,25.3568,en,,False
Science-Fiction,878,27205,Inception,Inception,2010,2010-07-15,8.37,38679,33.5223,en,"Dom Cobb est un voleur expérimenté, le meilleur dans l'art dangereux de l'extraction, voler les secrets les plus intimes enfouis au plus profond du subconscient durant une phase de rêve, lorsque l'esprit est le plus vulnérable. Les capacités de Cobb ont fait des envieux dans le monde tourmenté de l'espionnage industriel alors qu'il devient fugitif en perdant tout ce qu'il a un jour aimé. Une chance de se racheter lui est alors offerte. Une ultime mission grâce à laquelle il pourrait retrouver sa vie passée mais uniquement s'il parvient à accomplir l'impossible inception.",False
Science-Fiction,878,634649,Spider-Man : No Way Home,Spider-Man: No Way Home,2021,2021-12-15,7.932,21560,35.6277,en,"Après les événements liés à l'affrontement avec Mysterio, l'identité secrète de Spider-Man a été révélée. Il est poursuivi par le gouvernement américain, qui l'accuse du meurtre de Mysterio, et traqué par les médias. Cet événement a également des conséquences terribles sur la vie de sa petite-amie M.J. et de son meilleur ami Ned. Désemparé, Peter Parker demande alors de l'aide au docteur Strange. Ce dernier lance un sort pour que tout le monde oublie que Peter est Spider-Man. Mais les choses ne se passent pas comme prévu, et cette action altère la stabilité de l'espace-temps. Cela ouvre le « multivers », un concept terrifiant dont ils ne savent quasiment rien...",False
Science-Fiction,878,524047,Greenland : Le Dernier Refuge,Greenland,2020,2020-07-29,7.128,5066,30.4501,en,"Une comète est sur le point de s’écraser sur la Terre et de provoquer un cataclysme sans précédent. John Garrity décide de se lancer dans un périlleux voyage avec son ex-épouse Allison et leur fils Nathan pour rejoindre le dernier refuge sur Terre à l’abri du désastre. Alors que l’urgence devient absolue et que les catastrophes s’enchainent de façon effrénée, les Garrity vont être témoin du meilleur comme du pire de la part d’une humanité paniquée au milieu de ce chaos.",False
Science-Fiction,878,617126,Les 4 Fantastiques : Premiers pas,The Fantastic 4: First Steps,2025,2025-07-23,6.977,2971,30.1484,en,"Dans le contexte vibrant d’un monde rétro-futuriste inspiré des années 60, le film présente la première famille de Marvel : Reed Richards/Mister Fantastic, Sue Storm/La Femme Invisible, Johnny Storm/La Torche Humaine et Ben Grimm/La Chose  alors qu’ils font face à leur défi le plus redoutable à ce jour. Contraints d’équilibrer leur rôle de héros avec la force de leur lien familial, ils doivent défendre la Terre contre un dieu spatial vorace appelé Galactus et son énigmatique héraut, le Surfeur d’Argent. Et comme si le plan de Galactus de dévorer la planète entière et tous ses habitants n’était pas déjà assez mauvais, cela devient soudainement très personnel.",False
Science-Fiction,878,1236153,Reconnu coupable,Mercy,2026,2026-01-20,6.674,135,28.8106,en,"Dans un futur proche, la ville de Los Angeles est en proie à une montée de la violence. Le détective privé Chris Raven est accusé du meurtre de sa femme. Il est jugé par la juge Maddox, une intelligence artificielle avancée du tribunal expéditif de Mercy Capital, auquel Chris a grandement contribué. Il a 90 minutes pour prouver lui-même son innocence. Après ce délai, l'IA déterminera son sort et le condamnera à mort.",False
Science-Fiction,878,569094,Spider-Man : Across the Spider-Verse,Spider-Man: Across the Spider-Verse,2023,2023-05-31,8.335,8255,28.2579,en,"Après avoir retrouvé Gwen Stacy, Spider-Man, le sympathique héros originaire de Brooklyn, est catapulté à travers le Multivers, où il rencontre une équipe de Spider-Héros chargée d'en protéger l'existence. Mais lorsque les héros s'opposent sur la façon de gérer une nouvelle menace, Miles se retrouve confronté à eux et doit redéfinir ce que signifie être un héros afin de sauver les personnes qu'il aime le plus.",False
Science-Fiction,878,218,Terminator,The Terminator,1984,1984-01-24,7.675,14273,24.4635,en,"À Los Angeles en 1984, un Terminator, cyborg surgi du futur, a pour mission d'exécuter Sarah Connor, une jeune femme dont l'enfant à naître doit sauver l'humanité. Kyle Reese, un résistant humain, débarque lui aussi pour combattre le robot, et aider la jeune femme…",False
Science-Fiction,878,798645,Running Man,The Running Man,2025,2025-11-11,6.804,1147,27.2896,en,"Dans un futur proche, les participants du jeu télévisé Running Man sont traqués en direct par des chasseurs professionnels. Ils doivent survivre 30 jours sous les yeux d’un public avide de violence. Ben Richards, prêt à tout pour sauver sa fille malade, est forcé de participer par un producteur impitoyable. Mais son courage et sa révolte feront de lui le favori du public… et la pire menace du système.",False
Science-Fiction,878,335984,Blade Runner 2049,Blade Runner 2049,2017,2017-10-04,7.589,14769,28.0389,en,"En 2049, la société est fragilisée par les nombreuses tensions entre les humains et leurs esclaves créés par bioingénierie. L’officier K est un Blade Runner : il fait partie d’une force d’intervention d’élite chargée de trouver et d’éliminer ceux qui n’obéissent pas aux ordres des humains. Lorsqu’il découvre un secret enfoui depuis longtemps et capable de changer le monde, les plus hautes instances décident que c’est à son tour d’être traqué et éliminé. Son seul espoir est de retrouver Rick Deckard, un ancien Blade Runner qui a disparu depuis des décennies…",False
Science-Fiction,878,76341,Mad Max : Fury Road,Mad Max: Fury Road,2015,2015-05-13,7.629,23753,22.5302,en,"Hanté par un lourd passé, Mad Max estime que le meilleur moyen de survivre est de rester seul. Cependant, il se retrouve embarqué par une bande qui parcourt le désert à bord d’un véhicule militaire piloté par l’Impératrice Furiosa. Ils fuient la Citadelle où sévit le terrible Immortan Joe qui s’est fait voler un objet irremplaçable. Enragé, ce Seigneur de guerre envoie ses hommes pour traquer les rebelles impitoyablement…",False
Science-Fiction,878,693134,Dune : Deuxième partie,Dune: Part Two,2024,2024-02-27,8.132,7504,24.8085,en,"Le voyage mythique de Paul Atreides qui s'allie à Chani et aux Fremen dans sa quête de vengeance envers les conspirateurs qui ont anéanti sa famille. Devant choisir entre l'amour de sa vie et le destin de l'univers, il fera tout pour éviter un terrible futur que lui seul peut prédire.",False
Science-Fiction,878,438631,Dune : Première partie,Dune,2021,2021-09-15,7.777,14435,25.4717,en,"L'histoire de Paul Atreides, jeune homme aussi doué que brillant, voué à connaître un destin hors du commun qui le dépasse totalement. Car, s'il veut préserver l'avenir de sa famille et de son peuple, il devra se rendre sur Dune, la planète la plus dangereuse de l'Univers. Mais aussi la seule à même de fournir la ressource la plus précieuse capable de décupler la puissance de l'Humanité. Tandis que des forces maléfiques se disputent le contrôle de cette planète, seuls ceux qui parviennent à dominer leur peur pourront survivre…",False
Science-Fiction,878,315635,Spider-Man : Homecoming,Spider-Man: Homecoming,2017,2017-07-05,7.329,22846,25.7126,en,"Après ses spectaculaires débuts dans Captain America : Civil War, le jeune Peter Parker découvre peu à peu sa nouvelle identité, celle de Spider-Man, le super-héros lanceur de toile. Galvanisé par son expérience avec les Avengers, Peter rentre chez lui auprès de sa tante May, sous l’œil attentif de son nouveau mentor, Tony Stark. Il s’efforce de reprendre sa vie d’avant, mais au fond de lui, Peter rêve de se prouver qu’il est plus que le sympathique super héros du quartier. L’apparition d’un nouvel ennemi, le Vautour, va mettre en danger tout ce qui compte pour lui...",False
Science-Fiction,878,533535,Deadpool & Wolverine,Deadpool & Wolverine,2024,2024-07-24,7.559,8263,25.8027,en,"Un Wade Wilson désabusé s'abrutit de travail dans le civil. Sa vie de mercenaire moralement flexible, Deadpool, est derrière lui. Mais quand son monde est menacé d'anéantissement, il accepte à contrecœur de reprendre le flambeau, et de convaincre un Wolverine non moins contre-cœureux... contre-cordial ? Contre-cardiaque ? Il doit le convaincre de... ah, laisse tomber, va voir le film. Un synopsis, c'est débile. Mais entends l'avertissement : des flashs lumineux dans l'image pourraient affecter les spectateurs photosensibles.",False
Science-Fiction,878,299534,Avengers : Endgame,Avengers: Endgame,2019,2019-04-24,8.236,27244,25.0198,en,"Après leur défaite face au Titan Thanos qui dans le film précédent s'est approprié toutes les pierres du Gant de l'infini, les Avengers et les Gardiens de la Galaxie ayant survécu à son claquement de doigts qui a pulvérisé « la moitié de toute forme de vie dans l'Univers », Captain America, Thor, Bruce Banner, Natasha Romanoff, War Machine, Tony Stark, Nébula et Rocket, vont essayer de trouver une solution pour ramener leurs coéquipiers disparus et vaincre Thanos en se faisant aider par Ronin alias Clint Barton, Captain Marvel et Ant-Man.",False
Science-Fiction,878,603,Matrix,The Matrix,1999,1999-03-31,8.238,27370,25.1063,en,"Programmeur anonyme dans un service administratif le jour, Thomas Anderson devient Neo la nuit venue. Sous ce pseudonyme, il est l'un des pirates les plus recherchés du cyber‐espace. À cheval entre deux mondes, Neo est assailli par d'étranges songes et des messages cryptés provenant d'un certain Morpheus. Celui‐ci l'exhorte à aller au‐delà des apparences et à trouver la réponse à la question qui hante constamment ses pensées : qu'est‐ce que la Matrice ? Nul ne le sait, et aucun homme n'est encore parvenu à en percer les défenses. Mais Morpheus est persuadé que Neo est l'Élu, le libérateur mythique de l'humanité annoncé selon la prophétie. Ensemble, ils se lancent dans une lutte sans retour contre la Matrice et ses terribles agents…",False
Science-Fiction,878,986056,Thunderbolts*,Thunderbolts*,2025,2025-04-30,7.297,3196,22.313,en,"Yelena Belova, Bucky Barnes, Red Guardian, Le Fantôme, Taskmaster et John Walker sont les Thunderbolts. Tombés dans un piège redoutable tendu par Valentina Allegra de Fontaine, ces laissés pour compte complètement désabusés doivent participer à une mission à haut risque qui les forcera à se confronter aux recoins les plus sombres de leur passé. Ce groupe dysfonctionnel se déchirera-t-il ou trouvera-t-il sa rédemption en s’unissant avant qu’il ne soit trop tard ?",False
Science-Fiction,878,1100988,28 Ans plus tard,28 Years Later,2025,2025-06-18,6.617,2204,21.094,en,"Cela fait près de trente ans que le Virus de la Fureur s’est échappé d’un laboratoire d’armement biologique. Alors qu’un confinement très strict a été mis en place, certains ont trouvé le moyen de survivre parmi les personnes infectées. C’est ainsi qu’une communauté de rescapés s’est réfugiée sur une petite île seulement reliée au continent par une route, placée sous haute protection. Lorsque l’un des habitants de l’île est envoyé en mission sur le continent, il découvre que non seulement les infectés ont muté, mais que d’autres survivants aussi, dans un contexte à la fois mystérieux et terrifiant…",False
Science-Fiction,878,701387,Bugonia,Bugonia,2025,2025-10-23,7.367,1398,22.393,en,"Deux jeunes hommes obsédés par les théories du complot kidnappent la PDG d’une grande entreprise, convaincus qu’elle est une extraterrestre déterminée à détruire la planète Terre.",False
Science-Fiction,878,324857,Spider-Man : New Generation,Spider-Man: Into the Spider-Verse,2018,2018-12-06,8.393,16861,21.2578,en,"Spider-Man : New Generation suit les aventures de Miles Morales, un adolescent afro-américain et portoricain qui vit à Brooklyn et s’efforce de s’intégrer dans son nouveau collège à Manhattan. Mais la vie de Miles se complique quand il se fait mordre par une araignée radioactive et se découvre des super-pouvoirs : il est désormais capable d’empoisonner ses adversaires, de se camoufler, de coller littéralement aux murs et aux plafonds ; son ouïe est démultipliée... Dans le même temps, le plus redoutable cerveau criminel de la ville, le Caïd, a mis au point un accélérateur de particules nucléaires capable d’ouvrir un portail sur d’autres univers. Son invention va provoquer l’arrivée de plusieurs autres versions de Spider-Man dans le monde de Miles, dont un Peter Parker plus âgé, Spider-Gwen, Spider-Man Noir, Spider-Cochon et Peni Parker, venue d’un dessin animé japonais.",False
Science-Fiction,878,933260,The Substance,The Substance,2024,2024-09-07,7.136,5666,21.3053,en,"Elisabeth Sparkle, vedette d’une émission d’aérobic, est licenciée le jour de ses 50 ans à cause de son âge. Le moral au plus bas, elle reçoit une proposition inattendue, celle d'un mystérieux laboratoire lui proposant une « substance » miraculeuse : si elle se l’injecte, elle deviendra la meilleure version d’elle-même, plus jeune, plus belle, plus parfaite grâce à une modification de son ADN…",False
Science-Fiction,878,822119,Captain America : Brave New World,Captain America: Brave New World,2025,2025-02-12,5.985,2924,19.8097,en,"Peu après avoir fait la connaissance du nouveau président des États-Unis Thaddeus Ross, Sam Wilson se retrouve plongé au coeur d'un gigantesque incident international. Dans une lutte acharnée contre la montre, il se retrouve contraint de découvrir la raison de cet infâme complot avant que le véritable cerveau de l’opération ne mette bientôt le monde entier à feu et à sang…",False
Science-Fiction,878,11,La Guerre des étoiles,Star Wars,1977,1977-05-25,8.2,21928,22.5699,en,"Il y a bien longtemps, dans une galaxie très lointaine... La guerre civile fait rage entre l'Empire galactique et l'Alliance rebelle. Capturée par les troupes de choc de l'Empereur menées par le sombre et impitoyable Dark Vador, la princesse Leia Organa dissimule les plans de l’Étoile Noire, une station spatiale invulnérable, à son droïde R2-D2 avec pour mission de les remettre au Jedi Obi-Wan Kenobi. Accompagné de son fidèle compagnon, le droïde de protocole C-3PO, R2-D2 s'échoue sur la planète Tatooine et termine sa quête chez le jeune Luke Skywalker. Rêvant de devenir pilote mais confiné aux travaux de la ferme, ce dernier se lance à la recherche de ce mystérieux Obi-Wan Kenobi, devenu ermite au cœur des montagnes désertiques de Tatooine...",False
Science-Fiction,878,271110,Captain America : Civil War,Captain America: Civil War,2016,2016-04-27,7.447,23734,23.212,en,"Steve Rogers est désormais à la tête des Avengers, dont la mission est de protéger l’humanité. À la suite d’une de leurs interventions qui a causé d’importants dégâts collatéraux, le gouvernement décide de mettre en place un organisme de commandement et de supervision. Cette nouvelle donne provoque une scission au sein de l’équipe : Steve Rogers reste attaché à sa liberté de s’engager sans ingérence gouvernementale, tandis que d’autres se rangent derrière Tony Stark, qui contre toute attente, décide de se soumettre au gouvernement…",False
Science-Fiction,878,519182,"Moi, moche et méchant 4",Despicable Me 4,2024,2024-06-20,6.993,3065,19.7514,en,"Gru, Lucy et les filles, Margo, Édith et Agnès accueillent le petit dernier de la famille, Gru Junior, qui semble n’avoir qu’une passion : faire tourner son père en bourrique. Mais Gru est confronté à un nouvel ennemi, Maxime Le Mal, qui avec l’aide de sa petite amie, la fatale Valentina, va obliger toute la famille à fuir.",False
Science-Fiction,878,912649,Venom : The Last Dance,Venom: The Last Dance,2024,2024-10-22,6.7,4006,19.4835,en,"Eddie et Venom sont en cavale. Chacun est traqué par ses semblables et alors que l'étau se resserre, le duo doit prendre une décision dévastatrice qui annonce la conclusion des aventures d'Eddie et de Venom.",False
Science-Fiction,878,99861,Avengers : L'Ère d'Ultron,Avengers: Age of Ultron,2015,2015-04-22,7.27,24107,21.8673,en,"Alors que Tony Stark tente de relancer un programme de maintien de la paix jusque-là suspendu, les choses tournent mal et les super-héros Iron Man, Captain America, Thor, Hulk, Black Widow et Hawkeye vont devoir à nouveau unir leurs forces pour combattre le plus puissant de leurs adversaires : le terrible Ultron, un être technologique terrifiant qui s’est juré d’éradiquer l’espèce humaine. Afin d’empêcher celui-ci d’accomplir ses sombres desseins, des alliances inattendues se scellent, les entraînant dans une incroyable aventure et une haletante course contre le temps…",False
Science-Fiction,878,557,Spider-Man,Spider-Man,2002,2002-05-01,7.32,20284,19.9408,en,"Orphelin, Peter Parker est élevé par sa tante May et son oncle Ben dans le quartier Queens de New York. Tout en poursuivant ses études de biophysique à l'université, il trouve un emploi de photographe au journal Daily Bugle. Cependant, après avoir été mordu par une araignée radioactive, ce dernier est sujet à des transformations physiques : son agilité et sa force se sont accrues, et il se voit doter de pouvoirs surnaturels. Peter décide alors de participer à un combat de catch qu'il remporte avec une facilité déconcertante. Mais l'organisateur du spectacle, décrétant qu'il y a eu tricherie, refuse de lui remettre le prix de 3 000 dollars qui lui revient de droit. Au même moment, l'homme d'affaires mégalomane Norman Osborn expérimente sur lui-même de dangereuses solutions chimiques. Des mutations s'opèrent bientôt sur son corps et son esprit. Il se transforme alors en Bouffon Vert.",False
Science-Fiction,878,10138,Iron Man 2,Iron Man 2,2010,2010-04-28,6.85,22063,22.0941,en,"Le monde sait désormais que l'inventeur milliardaire Tony Stark et le super-héros Iron Man ne font qu'un. Malgré la pression du gouvernement, de la presse et du public pour qu'il partage sa technologie avec l'armée, Tony n'est pas disposé à divulguer les secrets de son armure, redoutant que l'information atterrisse dans de mauvaises mains. Avec Pepper Potts et James ""Rhodey"" Rhodes à ses côtés, Tony va forger de nouvelles alliances et affronter de nouvelles forces toutes-puissantes...",False
Science-Fiction,878,950396,The Gorge,The Gorge,2025,2025-02-13,7.633,3425,20.2325,en,"Deux agents hautement entraînés se rapprochent malgré la distance lorsqu'ils sont envoyés garder deux côtés opposés d'une mystérieuse gorge. Quand un mal surgit des profondeurs, ils doivent faire équipe pour survivre à ce qui est tapi sous la surface.",False
Téléfilm,10770,1548113,The Muppet Show,The Muppet Show,2026,2026-02-03,7.131,61,25.1667,en,"C'est le Muppet Show ! Kermit, Miss Piggy et la troupe adorée des Muppets sont de retour pour un événement spécial inédit. Musique, comédie et une bonne dose de chaos sont au rendez-vous quand ils remontent sur la scène du théâtre original des Muppets avec leur invitée très spéciale, Sabrina Carpenter",False
Téléfilm,10770,1147411,"Miraculous World : Tokyo, Stellar Force","Miraculous World : Tokyo, Stellar Force",2025,2025-12-07,8.842,19,25.9523,fr,"Lorsque Ladybug se rend à Tokyo, elle recontre Miki et Kazuno, d'anciens amis de Kagami, membres de la Stellar Force, une équipe de super-héros japonais. Ensemble, ils unissent leurs forces pour empêcher un nouveau super-villain de faire des ravages dans la ville. Tout au long de ce voyage, aux côtés de Kagami, Marinette découvre qu'il y a beaucop de choses qu'elle n'a pas encore découvertes sur le passé de son amie.",False
Téléfilm,10770,1438973,Le phare du secret,Murder at the Lighthouse,2025,2025-02-23,5.0,7,12.3426,en,"Jessica Vickers décide de fuir pour échapper à un mari violent. Mais dans sa fuite, en pleine tempête, elle s'échoue sur les berges du lac Supérieur. Adeline, une femme menant une vie d'ermite, la prend sous son aile. Elle la soigne, la nourrit, et va même jusqu'à se débarrasser du mari violent de sa petite protégée. Après autant de sacrifices pour une inconnue, elle ne comprend pas pourquoi Jessica reste déterminée à fuir. Elle tente par tous les moyens de la convaincre de rester vivre auprès d'elle. Elle est intimement convaincue qu'entre femmes battues, elles peuvent se guérir l'une et l'autre. Pour échapper à l'emprise de cette femme, Jessica sera obligée de commettre l'irréparable.",False
Téléfilm,10770,1371347,Meurtres en dentelles,Meurtres en dentelles,2025,2025-03-09,6.643,7,12.8258,fr,"Discrète et sans histoire en apparence, la ville de Caudry est le cœur de la dentelle française. Lorsque Marie Balette, héritière de la prestigieuse maison Balette, est retrouvée assassinée, c’est la stupéfaction. Le capitaine de gendarmerie Antoine Duprat doit mener l’enquête avec l’envoyée des SR qui n’est autre que sa propre fille, Lola.",False
Téléfilm,10770,801335,Girl in the Basement,Girl in the Basement,2021,2021-02-27,7.588,813,13.1546,en,"Sara est une adolescente qui attend avec impatience son 18e anniversaire pour s'éloigner de son père autoritaire, Don. Mais avant même qu'elle ne puisse souffler les bougies, Don l'emprisonne dans le sous-sol de leur maison.",False
Téléfilm,10770,877703,Teen Wolf : Le film,Teen Wolf: The Movie,2023,2023-01-18,7.485,930,6.6984,en,"Lorsqu'une nouvelle menace plane sur Beacon Hills, Scott McCall se voit dans l'obligation d'appeler à la rescousse les Banshees, les Kistunes, et les autres créatures de la nuit peuplant le monde surnaturel, et de réunir nouveaux alliés et anciens amis de confiance, afin d'affronter ce qui pourrait bien être l'ennemi le plus puissant et le plus dangereux jamais croisé par le jeune loup-garou.",False
Téléfilm,10770,506574,Descendants 3,Descendants 3,2019,2019-08-02,7.669,1596,6.4296,en,"Mal et ses amis se lancent dans leur plus grande aventure afin de rétablir une bonne fois pour toutes la paix dans le royaume d'Auradon, menacé par une force maléfique.",False
Téléfilm,10770,1147416,"Miraculous World : Londres, la course contre le temps","Miraculous World : Londres, la course contre le temps",2024,2024-11-14,7.434,296,5.9147,fr,"Afin de sauver l'avenir d'un terrible sort, Marinette devient Chronobug et fait équipe avec Bunnyx pour vaincre un mystérieux adversaire qui voyage dans le temps. Qui est ce nouveau super-méchant, et pourquoi est-il déterminé à dévoiler l'identité secrète de super-héros de Marinette ? Le seul espoir de Marinette est de vaincre son nouvel ennemi pour empêcher la fin de la Coccinelle et des temps !",False
Téléfilm,10770,12254,Emma,Emma,1996,1996-10-02,6.585,135,5.811,en,"Orpheline de mère, seule auprès d'un père en mauvaise santé, Emma Woodhouse, désormais la maîtresse de maison, s'est mis en tête de marier Harriett Smith, une jeune fille qu'elle a recueillie chez elle. Ce faisant, ne s'est-elle pas attribué un rôle qui n'est pas (ou pas encore) pour elle ? Son inexpérience des cœurs et des êtres, ses propres émotions amoureuses, qu'elle ne sait guère interpréter ou traduire, lui vaudront bien des déconvenues et des découvertes...",False
